C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_297.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_297.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_297.jpg,0,0,0,8.20E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_442.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_442.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_442.jpg,0,0,0,7.83E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_557.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_557.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_557.jpg,0,0,0,7.79E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_678.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_678.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_678.jpg,0,0,0,7.83E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_795.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_795.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_795.jpg,0,0,0,7.83E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_55_914.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_55_914.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_55_914.jpg,0,0,0,7.84E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_56_030.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_56_030.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_56_030.jpg,0,0,0,8.33E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_56_148.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_56_148.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_56_148.jpg,0,0,0,7.87E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_56_277.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_56_277.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_56_277.jpg,0,0,0,7.79E-05
C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\center_2020_01_02_11_58_56_395.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\left_2020_01_02_11_58_56_395.jpg, C:\Users\guru\Desktop\lanes_finding\car_simulator\data_udacity\IMG\right_2020_01_02_11_58_56_395.jpg,0,0,0,8.42E-05
